구분,질문,답변
월세,2023년 9월 30일까지 월세 계약을 했고 재계약을 안하고 하려고 합니다.그런데 집주인 분한테 2개월전에 재계약을 하지않겠다는 말을 하지 않았는데요. 이때 발생하는 마찰이 있을까요?,이미  묵시적  갱신이 된 겁니다.​이제는 해지통보후  3개월 지나야 위약금  없이  나갈 수  있습니다.
월세,"어머니께서 이사하신날에 돌아가셨어요제 이름(아들)로 부동산 월세 계약을 했는데,집주인한테 사정을 얘기해도 제이름으로 계약했기때문에 세입자 구할때까지 월세를 내라고 하네요..벌써 4개월째에요사정도 안좋은데,, 진짜 월세를 계속 내는 방법밖에 없나요 ?너무 답답해서 올립니다..","어머님 이름이었다면 바로 해지할 수 있는데, 계약자가 질문자님이라면 새로운 임차인을 구하는 것이 좋습니다.안 그러면 월세가 계속 나갈 수 있습니다."
월세,"먼저 곧 계약이 만료되는 제 명의로 계약 된 월세집에 친동생과 둘이 살고 있습니다. 이번에 민간임대주택에 당첨되어 저만 이사를 왔고 전입신고 까지 마친 상태인데..기존 월세 집에 원래 제가 세대주,계약자였고 지금은 이사오면서 세대주는 동생으로 바뀌었는데지금 같은 경우에는 기존 월세집 계약을 동생 명의로 다시 해야하는건가요?아니면 실거주(세대원등록x)를 안해도 제 명의로 계약을 유지해도 되나요?",현재 근저당등을 확인하고 문제가 없으면 동생 명으로 계약을 하시는 것이 대항력이나 월세 환급에도 좋습니다.  질문자님 주소가 민간 임대 아파트 이고 실거주 기준으로 전입 신고를 하셔야 법적인 보호를 받을수 있어서 명의 변경을 고려 하시기 바랍니다.
월세,안녕하세요. 사회초년생입니다. 부동산 월세계약을 하려고하는데등기부 확인시 거래가보다 근저당 금액이 초과설정되어있고최근7월에 설정이 되어있는데월세계약해도 문제가 없을까요?월세계약을 하지말아야할지 아님 계약서에 내용을 추가해야할지 고수님들 답변 부탁드립니다.,"월세는 매달 사용료처럼 지급하는 것이니 문제되지 않겠지만,일부 보증금이 있다면 집이 경매로 처분되었을때 근저당보다 우선순위에서 밀려 받지 못할수도 있습니다.​보증금액에 따라 근저당보다 우선순위인 경우가 있는데이 조건에 해당하는 임차인을 '소액임차인'이라하고이 보증금중 최소 얼마는 최우선변제금에 해당되어근저당보다 우선하여 돌려 받을 수 있습니다.​이 부분에 대해 미리 알아보시고나서,최우선변제금을 받을수 있을 정도로 보증금을 설정하시는 것이좀더 안심하고 거주하실 수 있을거 같습니다.​다만 경매로 넘어갈때 임차인께서 주의하셔야할 내용이 있으므로미리 한번 확인해보시고 계약을 진행하시면 될거같습니다.​물론 경매진행은 시간도 걸리고 보증금 받기까지 번거로울 수 있으므로임차인께서 생각해보시고 결정하시면 될거같습니다."
월세,"월세 아파트에 1년 조금 넘게 거주중입니다.  확정일장 안받았고 전입신고도 안한 상태 입니다. 최근에 아파트 주인이 집을 내 놓았습니다.집이 팔릴경우 보증금을 받을때 문제가 되지 않을지 궁급합니다. 현재 집주인과 사이가 좋지 않은 상태입니다. 향후 문제가 되지 않기 위해 지금이라도 해야할 일이 뭐가 있을지 궁금합니다. 부동산에 물어보니 이사 가는날 짐싸놓고 보증금 주면 이사가고, 안주면 짐빼지 말라? 라고 하는데...전문적인 조언은 아닌듯 합니다.","​​전세계약이 종료되면 집주인은 세입자에게 보증금 전액을 반환해주어야 할 의무가 있습니다. 전세보증금을 돌려주지 않는 집주인이 “새로운 세입자가 구해지면 보증금을 돌려주겠다.”고 이야기하는 경우가 많은데, 이는 법률상 근거가 없는 주장입니다. 전세만기에도 집주인이 보증금을 돌려주지 않으면 임차권등기명령, 전세보증금반환소송을 진행하셔야 합니다. 구체적인 대응방법은 사안에 따라 다르니, 보다 자세한 상담을 원하시면 관련자료를 지참해 전문 변호사와 상담을 진행해보시는 것이 좋습니다."
월세,안녕하세요 부동산월세 계약서 질문드립니다. 제가 2019년부터 21년까지 월세 계약기간인데그후에 계약서를 쓰지않고 자동연장이 되어  23년까지 월세를 납부하면서 거주를 했습니다.그런데 연말 정산때 계약서상의 임차인이 제 명의가 아니라 알고보니 저희 어머니 명의셨더라구요그래서 이번에 계약서를 다시 써야하는 상황인데 궁금한점이 부동산월세 원룸 계약서는 인터넷에 보니 양식이 많이 있던데 꼭 부동산을 거치지 않고 집주인과 개인적으로 월세 계약서를 다시 쓸수있는지 궁금합니다. 그리고 계약서를 다시 쓴다면 제가 처음 거주한 19년과 21년 계약서를 다시 쓸수있는지도 궁금합니다.,​계약서를 소급작성하는 것은 예전에 주택임대차신고를 했다면 신고서 변경은 쉽지 않을 것 같네요.  그 문제만 아니라면 임대인의 승락이 있고 월세 계좌 이체를 고객님이 하셨다면 가능할 수도 있겠네요. 하지만 연말정산에서 월세 세액공제를 위한 계약서로 활용된다면  연말정산 담당자의 인정여부가 관건이 될 수 있습니다. 근본적으로 계약서를 소급한다는 것은 바람직한 것은 아니니까요.
월세,부동산( 월세 ) 동일조건 연장시 계약서 재작성해야하는건가요?기간만료전에 전화 및 문자로 동일조건 연장 합의해서 기일이 몇달경과되었는데 임대인께서 계약서 작성이 필수 였다며 부동산에 가서 재 계약서 작성하자고 하는데요 제 생각에는 동일조건이니 재연장계약서가 필요없을것 같고 필요하다면 기존계약서 특약부분에 해당사항만 추가기재 정도만 하면 될것 같은데 관련법에 대하여 알고 싶습니다.제가 우려하는 부분은 계약서 변경시 확정일자 관련한 우선순위 변경입니다(확정일자 따로 안받아도 되는건지요?)임대인 전담 부동산에서는 계약서를 써야한다고 했고 5만원씩 내야한다고 했다고 합니다.,기존 계약서 특약란에 기간 갱신의 내용을 기록해도 되지만 기간 갱신 재계약서를 써서 거기에 확정일자를 받는다고 해도 동일 주택의 경우라면 순위가 밀릴 일은 없는 것이지요.
월세,"제가 청년 월세지원을 받아야 하는데, 저한테는 부동산 월세계약서라고 적인 이 종이만 있는데, 동일한 건가요?이 종이에 부동산, 집주인,저의 도장과해당 동사무소의 확정일자 도장까지 한장에 다 찍혀있습니다.",같은 겁니다 걱정않으셔도 됩니다
월세,"부동산 보증금500/월세 35 계약햇습니다.계약금으로 50만원 집주인에게 드렷고,입주하는날 나머지 보증금과 부동산중개비 지급할 예정이였습니다.계약금 주고 일주일 후 방에 바닥에서 물이 차 올라 바닥보수 문제로 입주가 힘들것 같다고 연락이왔습니다.그렇다면 저는 계약금 배액으로 보상 받을수 있나요?배액으로 보상받길 원하는대 집주인은 그렇게 주길 꺼려하고 있고, 혹여나 그럼 그냥 들어와 살아라 라고 할수도 있을것 같아서 걱정입니다.질문요약1.배액배상이 받을수 있나요?(집주인 개인사정이 아니라 방 보수 문제라 솔직하게 저에게 말하고 다른방 구하라고 해서요)2.아직 부동산 중개비는 내지 않은상황인대 중개비도 내야하나요??","임대인측의 하자로 인한 계약의 파기이므로 배액을 청구 할 수가 있지요.아직 중개행위가 한참이나 남았으므로 반정도만 주어도 되겟지요."
월세,"아파트 월세 100만원으로 2년 계약했습니다. 계약종료일자 2023.12.31 이라 1년 연장계약을 임대인에게 요구했습니다.임대인이 월세 5%인상하여 105만원에 계약하자고합니다.이때, 법적으로 임대인이 105만원을 요구할수있는건지 궁금합니다.혹여나 임대인 동의없이 100만원으로 최대 3년까지 계약을 연장할수있는것은 아닐까 궁금해서요.",5% 인상은 가능합니다.3년까지 그대로 월세를 줘야 하는 것은 전혀 아닙니다.2년 계약했어도 1년 지나면 5% 올려 달라고 했습니다.오히려 임대인이 올릴 수 있다는 것을 모르고 지금 올리는 것입니다.
월세,"월세 계약 후 계약생신청구권도 사용하고 4년이 지났습니다. 월세를 증액하여 그대로 거주하기로 하였는데,새롭게 월세계약서를 작성하고 증액한 금액을 적을 때그냥 금액만 적으면 되나요아니면 ""월세를 증액하였다"" 라는 항목을 적고금액을 적어야 하나요?적지 않아도 된다면 그냥 증액된 금액을 적고 계약서를 작성하려 합니다",전과 동일하게 계약서를 쓰시고 월세 부분만 증액된 금액으로 바꾸면 됩니다. 그리고 특약 사항에 4년 거주후 계약의 연장이라고 적어 두시면 참고가 됩니다. ​보증금은 동일 하기 때문에 다시 확정일자는 받지 않으셔도 되면 이전 계약서는 반드시 보관 하시기 바랍니다
월세,"안녕하세요 월세 계약을 하려고 하는데 신탁이 되어있는 집이더라구요 특약사항 보니까""본계약은 신탁등기된 물건으로써 수탁자(신탁자)와 상관없이 위탁자(소유주)인임대인은 해당 물건 임대차에 모든 책임을 지기로 한다""이렇게 적혀있던데 이런경우 임대인이랑 직접 계약을 체결해도 괜찮은 부분인가요?! 이러한 경우도 임대차계약승낙서를 요구해야 할까요?!!","​신탁등기된 부동산은 그렇지 않은 부동산보다 권리관계가 복잡한 편이기 때문이 임대차 계약을 체결하실 때 각별한 주의를 기울이셔야 합니다. 일반적인 임대차 계약 관계는 임대인, 임차인이 당사자가 되는데, 신탁등기가 설정된 임대차 계약의 경우에는 위탁자, 수탁자, 수익자, 임차인이 당사자가 됩니다. 수탁자(일반적으로 신탁회사)가 아닌 위탁자와 임대차 계약을 체결하면 임대차 계약의 효력 자체가 부정될 수 있습니다. ​이 경우 당연히 우선변제권이나 최우선변제권을 주장할 수 없습니다. 보통 신탁회사의 동의를 받는데 신탁회사의 동의를 받는다고 해서 보증금이 보호되는 것은 아닙니다. 최근 신탁등기를 악용한 전세사기가 기승을 부리고 있는데 이에 해당사항이 없는지 검토해보시는 것도 필요해보입니다." 
